MSN,YYYYMM,Value,Column_Order,Description,Unit
NUETPUS,199401,56847,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199402,49821,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199403,48969,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199404,43192,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199405,48525,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199406,51751,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199407,59123,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199408,60104,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199409,55628,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199410,50703,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199411,55280,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199412,60497,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199413,640440,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199501,63342,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199502,51858,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199503,51880,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199504,49321,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199505,54387,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199506,56381,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199507,62037,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199508,61661,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199509,55690,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199510,54293,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199511,52708,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199512,59844,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199513,673402,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199601,62942,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199602,55928,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199603,55474,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199604,50325,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199605,55637,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199606,57498,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199607,60953,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199608,61477,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199609,54593,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199610,50612,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199611,52132,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199612,57159,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199613,674729,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199701,58914,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199702,50658,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199703,50414,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199704,44883,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199705,47032,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199706,52095,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199707,57352,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199708,61084,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199709,52586,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199710,46981,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199711,51189,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199712,55457,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199713,628644,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199801,57889,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199802,50999,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199803,53711,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199804,47503,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199805,51496,3,Nuclear Electricity Net Generation,Million Kilowatthours
